PG_ID,Location,Latitude,Longitude,Distance_From_Center_KM,Rent,Sharing,Gender,Meals_Per_Day,Weekend_Food,WiFi,AC,Laundry,Parking,Housekeeping,Lift,Security,CCTV,Power_Backup,Drinking_Water,Floors,Food_Type,Pets_Allowed,Visitors_Allowed,Smoking_Area,Curfew_Time,Available_From,Availability
571,sahakar nagar,13.06,77.58,3.36,7881,Triple,Co-ed,3,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,3,Veg,No,No,No,No Curfew,28-04-2026,Full
572,kammanahalli,13.02,77.635,4.53,7638,Triple,Boys,2,No,No,No,No,No,No,No,No,No,No,No,1,Veg,No,No,No,10:00 PM,30-04-2026,Full
573,jakkur,13.08,77.6,5.01,5197,Triple,Boys,3,No,No,No,No,No,No,No,No,Yes,Yes,Yes,1,Both,Yes,No,No,No Curfew,30-04-2026,Available
574,rt nagar,13.022,77.594,1.48,6283,Triple,Boys,3,No,No,No,No,No,No,No,Yes,No,Yes,No,1,Veg,No,No,No,11:00 PM,01-05-2026,Available
575,hennur,13.05,77.64,5.06,5351,Triple,Girls,3,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,3,Veg,No,Yes,Yes,11:00 PM,07-05-2026,Available
576,jakkur,13.08,77.6,5.01,6951,Double,Girls,2,No,No,No,Yes,No,No,No,Yes,No,No,Yes,3,Veg,No,Yes,Yes,10:00 PM,04-05-2026,Available
577,sahakar nagar,13.06,77.58,3.36,10064,Double,Girls,2,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,2,Veg,No,Yes,No,9:00 PM,01-05-2026,Available
578,kothanur,13.06,77.65,6.5,7647,Double,Girls,2,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,3,Non-Veg,No,Yes,No,10:00 PM,30-04-2026,Available
579,hennur,13.05,77.64,5.06,7330,Triple,Girls,3,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,3,Veg,No,Yes,Yes,9:00 PM,18-05-2026,Available
580,sahakar nagar,13.06,77.58,3.36,7708,Triple,Girls,2,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,1,Veg,Yes,Yes,No,11:00 PM,17-05-2026,Full
581,yelahanka,13.1,77.596,7.22,11306,Single,Co-ed,3,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,5,Veg,No,No,No,10:00 PM,07-05-2026,Full
582,horamavu,13.03,77.67,8.12,10646,Single,Girls,3,No,No,No,No,No,No,No,No,No,No,Yes,2,Both,No,Yes,No,10:00 PM,11-05-2026,Full
583,kammanahalli,13.02,77.635,4.53,10487,Single,Girls,2,No,No,No,No,No,Yes,No,Yes,No,No,Yes,2,Both,No,No,Yes,10:00 PM,24-04-2026,Available
584,kalyan nagar,13.025,77.64,4.9,10663,Single,Co-ed,3,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,2,Non-Veg,No,Yes,Yes,11:00 PM,06-05-2026,Full
585,yelahanka,13.1,77.596,7.22,18797,Single,Girls,3,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,2,Non-Veg,No,Yes,No,10:00 PM,17-05-2026,Full
586,thanisandra,13.05,77.62,3.05,4600,Triple,Girls,3,No,No,No,No,No,No,No,No,No,No,Yes,2,Both,Yes,No,No,No Curfew,02-05-2026,Available
587,jakkur,13.08,77.6,5.01,11781,Double,Boys,2,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,4,Non-Veg,No,Yes,Yes,No Curfew,03-05-2026,Available
588,kammanahalli,13.02,77.635,4.53,8567,Double,Co-ed,2,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,3,Both,No,Yes,Yes,9:00 PM,20-05-2026,Available
589,vidyaranyapura,13.08,77.55,7.22,17804,Single,Girls,2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,1,Non-Veg,No,Yes,Yes,11:00 PM,07-05-2026,Available
590,nagawara,13.04,77.62,2.61,11987,Double,Boys,3,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,5,Non-Veg,Yes,Yes,No,9:00 PM,07-05-2026,Available
591,vidyaranyapura,13.08,77.55,7.22,15412,Single,Girls,3,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,5,Both,No,No,Yes,No Curfew,12-05-2026,Full
592,bagalur,13.12,77.65,11.12,6815,Double,Co-ed,2,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,3,Non-Veg,No,Yes,No,10:00 PM,11-05-2026,Available
593,jakkur,13.08,77.6,5.01,10826,Double,Boys,3,No,Yes,No,Yes,No,No,No,No,No,No,Yes,5,Non-Veg,No,No,Yes,9:00 PM,26-04-2026,Full
594,hebbal,13.035,77.597,0,7178,Triple,Girls,2,No,No,No,No,Yes,Yes,No,No,No,No,Yes,1,Veg,Yes,Yes,No,9:00 PM,24-04-2026,Available
595,bagalur,13.12,77.65,11.12,8558,Double,Co-ed,2,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,4,Both,No,No,Yes,11:00 PM,04-05-2026,Available
596,kammanahalli,13.02,77.635,4.53,7505,Triple,Co-ed,3,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,4,Veg,No,No,No,10:00 PM,17-05-2026,Available
597,bagalur,13.12,77.65,11.12,6037,Triple,Girls,2,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,3,Veg,No,No,No,11:00 PM,06-05-2026,Available
598,hennur,13.05,77.64,5.06,4578,Triple,Co-ed,3,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,1,Both,No,No,No,No Curfew,22-04-2026,Full
599,kammanahalli,13.02,77.635,4.53,4516,Triple,Girls,2,No,Yes,No,No,No,No,Yes,No,No,No,Yes,1,Veg,No,No,No,9:00 PM,05-05-2026,Full
600,hebbal,13.035,77.597,0,18088,Single,Co-ed,2,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,1,Non-Veg,Yes,Yes,No,10:00 PM,18-05-2026,Available
601,kothanur,13.06,77.65,6.5,7623,Double,Boys,2,No,No,No,No,No,Yes,No,No,Yes,No,Yes,2,Veg,Yes,Yes,Yes,11:00 PM,27-04-2026,Available
602,vidyaranyapura,13.08,77.55,7.22,7863,Triple,Boys,2,Yes,Yes,No,No,No,No,No,No,No,Yes,No,3,Veg,No,No,No,No Curfew,20-05-2026,Available
603,kodigehalli,13.07,77.58,4.32,6469,Triple,Boys,2,Yes,No,No,No,No,No,No,No,No,No,Yes,4,Veg,No,Yes,No,9:00 PM,05-05-2026,Available
604,kothanur,13.06,77.65,6.5,10161,Double,Girls,3,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,2,Both,No,No,No,11:00 PM,27-04-2026,Full
605,hennur,13.05,77.64,5.06,10316,Double,Co-ed,3,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,5,Veg,No,No,Yes,No Curfew,14-05-2026,Available
606,kalyan nagar,13.025,77.64,4.9,6005,Triple,Boys,2,Yes,Yes,No,No,No,No,No,No,No,No,Yes,2,Veg,No,Yes,No,9:00 PM,08-05-2026,Full
607,kalyan nagar,13.025,77.64,4.9,7678,Triple,Boys,3,No,Yes,No,No,No,No,No,Yes,Yes,No,No,3,Veg,No,No,No,No Curfew,23-04-2026,Full
608,nagawara,13.04,77.62,2.61,6738,Triple,Boys,2,Yes,No,No,No,No,No,No,No,No,Yes,Yes,1,Both,No,Yes,Yes,No Curfew,12-05-2026,Available
609,yelahanka,13.1,77.596,7.22,11696,Single,Girls,3,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,5,Both,Yes,Yes,Yes,No Curfew,28-04-2026,Available
610,kammanahalli,13.02,77.635,4.53,10848,Single,Boys,2,No,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,3,Veg,No,Yes,Yes,11:00 PM,02-05-2026,Full
611,rt nagar,13.022,77.594,1.48,5758,Triple,Co-ed,3,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,4,Veg,No,Yes,Yes,No Curfew,07-05-2026,Full
612,horamavu,13.03,77.67,8.12,7343,Triple,Girls,2,No,No,Yes,No,No,No,No,No,Yes,No,Yes,2,Non-Veg,No,Yes,Yes,No Curfew,14-05-2026,Full
613,jakkur,13.08,77.6,5.01,14266,Single,Boys,2,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,1,Veg,Yes,Yes,No,11:00 PM,07-05-2026,Available
614,kalyan nagar,13.025,77.64,4.9,7064,Triple,Girls,3,Yes,No,Yes,No,No,No,No,No,No,No,Yes,4,Non-Veg,No,Yes,No,9:00 PM,23-04-2026,Available
615,thanisandra,13.05,77.62,3.05,14110,Single,Girls,3,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,2,Both,No,Yes,No,10:00 PM,30-04-2026,Full
616,hebbal,13.035,77.597,0,10052,Double,Co-ed,2,No,Yes,No,No,No,No,No,No,Yes,No,Yes,2,Veg,No,Yes,Yes,10:00 PM,06-05-2026,Available
617,sahakar nagar,13.06,77.58,3.36,5526,Triple,Boys,2,No,Yes,No,No,No,No,No,No,No,Yes,Yes,1,Non-Veg,No,No,No,11:00 PM,11-05-2026,Full
618,kothanur,13.06,77.65,6.5,10747,Double,Girls,2,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,1,Non-Veg,No,Yes,Yes,No Curfew,03-05-2026,Full
619,sahakar nagar,13.06,77.58,3.36,6343,Triple,Co-ed,3,No,Yes,No,No,No,No,No,No,No,No,Yes,2,Both,No,No,Yes,10:00 PM,09-05-2026,Available
620,hebbal,13.035,77.597,0,4591,Triple,Boys,2,No,No,Yes,No,No,No,No,No,No,No,No,5,Veg,No,No,Yes,No Curfew,24-04-2026,Available
621,thanisandra,13.05,77.62,3.05,7198,Double,Boys,2,No,No,No,No,No,No,No,No,No,Yes,Yes,3,Veg,No,Yes,Yes,9:00 PM,02-05-2026,Full
622,yelahanka,13.1,77.596,7.22,11392,Double,Co-ed,2,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,4,Both,No,Yes,Yes,No Curfew,13-05-2026,Available
623,rt nagar,13.022,77.594,1.48,6443,Double,Girls,2,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,5,Veg,Yes,No,No,No Curfew,15-05-2026,Available
624,kodigehalli,13.07,77.58,4.32,5134,Triple,Boys,2,No,No,No,No,No,No,No,No,No,No,Yes,3,Veg,No,Yes,No,10:00 PM,18-05-2026,Available
625,vidyaranyapura,13.08,77.55,7.22,7700,Triple,Boys,2,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,5,Both,No,No,Yes,No Curfew,14-05-2026,Full
626,horamavu,13.03,77.67,8.12,11899,Single,Girls,3,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,5,Non-Veg,No,No,Yes,9:00 PM,15-05-2026,Available
627,kalyan nagar,13.025,77.64,4.9,10508,Single,Girls,2,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,1,Non-Veg,No,No,No,9:00 PM,17-05-2026,Full
628,rt nagar,13.022,77.594,1.48,11386,Double,Co-ed,2,No,Yes,No,No,No,No,No,No,No,Yes,Yes,1,Veg,Yes,Yes,Yes,No Curfew,15-05-2026,Available
629,kalyan nagar,13.025,77.64,4.9,8044,Double,Boys,2,No,No,No,No,No,No,No,No,Yes,No,Yes,3,Veg,Yes,No,No,9:00 PM,04-05-2026,Available
630,kalyan nagar,13.025,77.64,4.9,4199,Triple,Co-ed,3,No,Yes,No,No,No,No,No,No,Yes,No,Yes,2,Non-Veg,No,Yes,No,11:00 PM,13-05-2026,Full
631,nagawara,13.04,77.62,2.61,7844,Double,Girls,2,No,No,No,Yes,No,No,No,No,No,Yes,Yes,4,Non-Veg,No,Yes,Yes,11:00 PM,17-05-2026,Available
632,hennur,13.05,77.64,5.06,10014,Double,Girls,3,No,No,No,No,No,Yes,No,No,Yes,No,Yes,4,Both,No,Yes,No,10:00 PM,10-05-2026,Available
633,horamavu,13.03,77.67,8.12,7120,Double,Boys,2,No,Yes,No,No,No,No,No,No,Yes,No,Yes,1,Both,No,No,No,11:00 PM,03-05-2026,Full
634,sahakar nagar,13.06,77.58,3.36,12730,Single,Co-ed,3,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,3,Veg,Yes,No,No,10:00 PM,04-05-2026,Full
635,kodigehalli,13.07,77.58,4.32,8103,Double,Boys,2,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,2,Both,Yes,No,No,10:00 PM,03-05-2026,Available
636,kodigehalli,13.07,77.58,4.32,6908,Triple,Girls,3,Yes,No,No,No,No,No,No,No,No,No,Yes,4,Both,No,Yes,Yes,10:00 PM,23-04-2026,Full
637,hennur,13.05,77.64,5.06,10915,Double,Co-ed,3,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,1,Both,No,Yes,Yes,11:00 PM,11-05-2026,Available
638,hennur,13.05,77.64,5.06,5550,Triple,Girls,3,No,No,No,No,No,No,No,No,No,No,Yes,4,Veg,Yes,Yes,Yes,10:00 PM,11-05-2026,Available
639,bagalur,13.12,77.65,11.12,6367,Double,Girls,3,No,No,Yes,No,No,No,No,Yes,No,No,Yes,3,Non-Veg,No,Yes,Yes,11:00 PM,01-05-2026,Full
640,sahakar nagar,13.06,77.58,3.36,14967,Single,Girls,3,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,1,Both,No,Yes,Yes,11:00 PM,25-04-2026,Available
641,hebbal,13.035,77.597,0,10087,Double,Boys,2,No,No,No,No,No,No,No,Yes,Yes,No,Yes,3,Veg,No,Yes,No,No Curfew,08-05-2026,Full
642,nagawara,13.04,77.62,2.61,16962,Single,Girls,3,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,5,Both,Yes,Yes,No,10:00 PM,18-05-2026,Full
643,bagalur,13.12,77.65,11.12,11433,Single,Co-ed,2,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,5,Veg,No,Yes,No,No Curfew,18-05-2026,Full
644,horamavu,13.03,77.67,8.12,11010,Single,Girls,2,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,1,Veg,No,No,No,10:00 PM,28-04-2026,Available
645,kodigehalli,13.07,77.58,4.32,15980,Single,Co-ed,3,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,4,Both,Yes,No,No,11:00 PM,14-05-2026,Full
646,kodigehalli,13.07,77.58,4.32,7582,Triple,Boys,3,Yes,No,Yes,No,No,No,No,Yes,No,No,No,1,Veg,No,No,No,9:00 PM,28-04-2026,Available
647,hennur,13.05,77.64,5.06,7179,Triple,Co-ed,2,Yes,No,No,No,No,No,No,No,Yes,No,Yes,4,Veg,No,No,No,No Curfew,14-05-2026,Full
648,horamavu,13.03,77.67,8.12,8333,Double,Boys,3,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,1,Both,No,Yes,No,11:00 PM,04-05-2026,Full
649,rt nagar,13.022,77.594,1.48,4286,Triple,Boys,3,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,3,Non-Veg,No,No,Yes,9:00 PM,26-04-2026,Available
650,vidyaranyapura,13.08,77.55,7.22,9465,Double,Boys,3,No,Yes,No,No,No,No,No,Yes,No,No,Yes,5,Both,Yes,No,Yes,No Curfew,23-04-2026,Available
651,rt nagar,13.022,77.594,1.48,7071,Triple,Co-ed,2,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,5,Non-Veg,No,Yes,No,9:00 PM,29-04-2026,Full
652,yelahanka,13.1,77.596,7.22,8808,Double,Boys,3,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,2,Both,Yes,No,No,11:00 PM,03-05-2026,Full
653,horamavu,13.03,77.67,8.12,7216,Double,Girls,3,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,1,Both,Yes,Yes,No,No Curfew,27-04-2026,Full
654,kalyan nagar,13.025,77.64,4.9,8564,Double,Co-ed,2,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,2,Both,No,No,No,10:00 PM,28-04-2026,Available
655,yelahanka,13.1,77.596,7.22,7885,Double,Girls,2,No,No,No,No,No,No,No,No,No,No,Yes,5,Both,Yes,Yes,Yes,10:00 PM,03-05-2026,Available
656,vidyaranyapura,13.08,77.55,7.22,6932,Double,Boys,3,No,No,No,Yes,No,No,No,No,No,No,Yes,1,Veg,Yes,No,No,No Curfew,07-05-2026,Available
657,hebbal,13.035,77.597,0,9445,Double,Co-ed,2,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,2,Non-Veg,No,Yes,Yes,11:00 PM,07-05-2026,Full
658,thanisandra,13.05,77.62,3.05,15867,Single,Boys,3,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,4,Veg,No,No,No,11:00 PM,11-05-2026,Available
659,vidyaranyapura,13.08,77.55,7.22,16230,Single,Co-ed,3,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,3,Non-Veg,No,Yes,No,9:00 PM,08-05-2026,Available
660,kalyan nagar,13.025,77.64,4.9,18314,Single,Co-ed,3,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,3,Non-Veg,No,Yes,No,No Curfew,02-05-2026,Available
661,vidyaranyapura,13.08,77.55,7.22,7519,Double,Girls,2,No,No,No,No,No,No,No,Yes,No,No,Yes,3,Non-Veg,No,Yes,Yes,10:00 PM,04-05-2026,Full
662,horamavu,13.03,77.67,8.12,9800,Single,Girls,3,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,2,Veg,No,Yes,Yes,9:00 PM,24-04-2026,Available
663,vidyaranyapura,13.08,77.55,7.22,11861,Single,Co-ed,2,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,5,Non-Veg,No,No,Yes,9:00 PM,26-04-2026,Available
664,rt nagar,13.022,77.594,1.48,19596,Single,Co-ed,2,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,5,Both,No,No,No,10:00 PM,04-05-2026,Full
665,hennur,13.05,77.64,5.06,7845,Double,Co-ed,2,No,No,No,No,Yes,No,No,No,No,No,Yes,1,Veg,No,Yes,Yes,9:00 PM,14-05-2026,Full
666,bagalur,13.12,77.65,11.12,5231,Triple,Boys,2,Yes,No,No,No,Yes,No,No,No,No,No,Yes,4,Both,No,Yes,No,10:00 PM,29-04-2026,Full
667,horamavu,13.03,77.67,8.12,9491,Double,Boys,3,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,2,Non-Veg,No,Yes,No,9:00 PM,18-05-2026,Available
668,kalyan nagar,13.025,77.64,4.9,7380,Double,Girls,2,No,Yes,No,No,No,No,No,No,No,No,Yes,2,Non-Veg,Yes,No,Yes,11:00 PM,06-05-2026,Available
669,yelahanka,13.1,77.596,7.22,5608,Triple,Co-ed,2,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,1,Veg,No,Yes,No,11:00 PM,07-05-2026,Full
670,thanisandra,13.05,77.62,3.05,5452,Triple,Co-ed,2,No,Yes,No,Yes,No,No,No,No,No,No,Yes,1,Non-Veg,Yes,Yes,Yes,No Curfew,07-05-2026,Full
671,kalyan nagar,13.025,77.64,4.9,7734,Double,Boys,3,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,1,Veg,Yes,Yes,Yes,10:00 PM,04-05-2026,Available
672,kodigehalli,13.07,77.58,4.32,6809,Triple,Boys,2,Yes,No,No,No,No,No,No,Yes,No,No,Yes,4,Both,Yes,No,No,No Curfew,03-05-2026,Full
673,bagalur,13.12,77.65,11.12,4895,Triple,Girls,3,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,1,Non-Veg,No,Yes,No,10:00 PM,30-04-2026,Full
674,kothanur,13.06,77.65,6.5,13559,Single,Boys,2,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,1,Both,No,Yes,No,No Curfew,17-05-2026,Available
675,hebbal,13.035,77.597,0,16903,Single,Boys,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,5,Both,No,No,No,9:00 PM,30-04-2026,Full
676,jakkur,13.08,77.6,5.01,4505,Triple,Co-ed,3,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,4,Non-Veg,No,Yes,Yes,11:00 PM,26-04-2026,Full
677,sahakar nagar,13.06,77.58,3.36,7231,Triple,Boys,3,Yes,No,No,Yes,No,No,No,No,No,No,Yes,5,Veg,No,Yes,No,9:00 PM,03-05-2026,Available
678,yelahanka,13.1,77.596,7.22,11164,Single,Girls,3,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,5,Non-Veg,No,Yes,Yes,9:00 PM,25-04-2026,Available
679,nagawara,13.04,77.62,2.61,7956,Triple,Girls,3,No,No,Yes,No,No,No,Yes,No,No,No,Yes,4,Non-Veg,Yes,No,No,11:00 PM,05-05-2026,Full
680,kalyan nagar,13.025,77.64,4.9,11901,Double,Girls,3,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,1,Both,Yes,No,No,11:00 PM,15-05-2026,Full
681,rt nagar,13.022,77.594,1.48,4209,Triple,Boys,2,Yes,No,No,No,Yes,No,No,No,No,No,Yes,4,Veg,No,No,Yes,11:00 PM,08-05-2026,Available
682,kammanahalli,13.02,77.635,4.53,13066,Single,Girls,3,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,4,Both,Yes,Yes,Yes,10:00 PM,09-05-2026,Available
683,bagalur,13.12,77.65,11.12,11190,Double,Co-ed,3,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,3,Veg,No,No,Yes,9:00 PM,20-05-2026,Full
684,hennur,13.05,77.64,5.06,5489,Triple,Boys,2,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,2,Veg,No,Yes,No,No Curfew,09-05-2026,Full
685,kothanur,13.06,77.65,6.5,5123,Triple,Co-ed,3,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,1,Both,No,Yes,Yes,9:00 PM,23-04-2026,Available
686,kalyan nagar,13.025,77.64,4.9,8058,Double,Girls,2,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,2,Veg,No,No,No,No Curfew,03-05-2026,Full
687,kalyan nagar,13.025,77.64,4.9,5266,Triple,Co-ed,3,No,No,No,No,No,No,Yes,No,Yes,No,Yes,1,Veg,No,No,No,No Curfew,04-05-2026,Full
688,kammanahalli,13.02,77.635,4.53,6890,Double,Boys,2,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,1,Both,Yes,No,Yes,10:00 PM,28-04-2026,Available
689,hebbal,13.035,77.597,0,7336,Triple,Girls,3,Yes,No,No,No,No,No,No,No,No,No,Yes,3,Both,No,No,No,10:00 PM,23-04-2026,Available
690,hebbal,13.035,77.597,0,7169,Double,Girls,2,Yes,No,No,No,No,No,No,No,No,No,No,2,Non-Veg,Yes,No,Yes,11:00 PM,23-04-2026,Full
691,kammanahalli,13.02,77.635,4.53,7412,Triple,Girls,3,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,4,Veg,No,No,No,10:00 PM,10-05-2026,Full
692,kammanahalli,13.02,77.635,4.53,6559,Triple,Co-ed,2,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,2,Veg,Yes,Yes,No,11:00 PM,21-04-2026,Available
693,sahakar nagar,13.06,77.58,3.36,15055,Single,Girls,3,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,3,Non-Veg,No,Yes,No,9:00 PM,22-04-2026,Available
694,rt nagar,13.022,77.594,1.48,9289,Double,Boys,2,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,4,Non-Veg,No,No,Yes,11:00 PM,13-05-2026,Available
695,vidyaranyapura,13.08,77.55,7.22,15247,Single,Co-ed,3,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,4,Non-Veg,Yes,Yes,No,No Curfew,23-04-2026,Available
696,yelahanka,13.1,77.596,7.22,6254,Triple,Co-ed,3,No,No,Yes,No,No,No,No,No,No,Yes,Yes,1,Veg,No,No,No,No Curfew,24-04-2026,Full
697,hennur,13.05,77.64,5.06,11835,Double,Co-ed,3,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,4,Non-Veg,No,Yes,No,9:00 PM,30-04-2026,Full
698,horamavu,13.03,77.67,8.12,18302,Single,Co-ed,3,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,4,Veg,No,Yes,Yes,No Curfew,05-05-2026,Full
699,vidyaranyapura,13.08,77.55,7.22,6452,Double,Co-ed,2,No,Yes,No,No,No,No,No,No,No,No,Yes,5,Veg,Yes,No,No,10:00 PM,21-04-2026,Full
700,horamavu,13.03,77.67,8.12,4343,Triple,Co-ed,3,Yes,No,No,No,No,No,No,Yes,No,No,Yes,2,Non-Veg,No,No,Yes,9:00 PM,20-05-2026,Full
701,kalyan nagar,13.025,77.64,4.9,9085,Single,Boys,3,No,No,No,No,Yes,No,Yes,No,No,No,Yes,2,Veg,Yes,Yes,No,11:00 PM,12-05-2026,Full
702,rt nagar,13.022,77.594,1.48,4849,Triple,Co-ed,3,No,No,No,No,Yes,No,No,No,No,Yes,Yes,3,Both,Yes,Yes,No,No Curfew,20-05-2026,Full
703,hebbal,13.035,77.597,0,11378,Double,Co-ed,2,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,1,Non-Veg,No,No,No,No Curfew,09-05-2026,Full
704,jakkur,13.08,77.6,5.01,6750,Double,Girls,3,No,No,No,No,Yes,No,No,No,No,Yes,Yes,5,Veg,No,Yes,No,No Curfew,07-05-2026,Full
705,vidyaranyapura,13.08,77.55,7.22,5738,Triple,Co-ed,3,No,No,No,No,No,Yes,No,No,Yes,No,Yes,4,Veg,No,Yes,No,No Curfew,02-05-2026,Available
706,hennur,13.05,77.64,5.06,14274,Single,Boys,3,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,4,Both,No,No,Yes,No Curfew,09-05-2026,Available
707,rt nagar,13.022,77.594,1.48,7317,Double,Boys,3,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,5,Non-Veg,Yes,Yes,Yes,9:00 PM,29-04-2026,Full
708,hennur,13.05,77.64,5.06,7637,Triple,Boys,2,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,5,Both,No,No,No,No Curfew,08-05-2026,Full
709,nagawara,13.04,77.62,2.61,5058,Triple,Co-ed,2,No,No,No,No,No,No,No,Yes,No,No,Yes,3,Veg,No,Yes,No,11:00 PM,21-04-2026,Available
710,vidyaranyapura,13.08,77.55,7.22,7923,Double,Girls,2,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,4,Non-Veg,No,Yes,No,No Curfew,29-04-2026,Available
711,hebbal,13.035,77.597,0,10332,Single,Boys,2,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,2,Non-Veg,No,Yes,No,No Curfew,12-05-2026,Available
712,sahakar nagar,13.06,77.58,3.36,4386,Triple,Co-ed,3,No,No,No,No,No,No,No,No,No,No,No,1,Non-Veg,Yes,No,No,9:00 PM,08-05-2026,Available
713,sahakar nagar,13.06,77.58,3.36,7115,Triple,Boys,2,No,Yes,No,Yes,No,No,No,No,No,No,Yes,5,Both,Yes,No,No,9:00 PM,12-05-2026,Full
714,hennur,13.05,77.64,5.06,7046,Double,Boys,2,Yes,No,No,No,No,Yes,No,No,No,No,Yes,5,Veg,No,No,No,9:00 PM,30-04-2026,Full
715,hebbal,13.035,77.597,0,6493,Triple,Girls,2,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,1,Both,No,Yes,No,10:00 PM,13-05-2026,Available
